,points,title,description,taster_name,taster_twitter_handle,price,designation,variety,region_1,region_2,province,country,winery
4144,84,Kirkland Signature 2010 Pinot Grigio (Friuli Grave),"You can't beat this price for a Pinot Grigio with natural freshness and pristine aromas of stone fruit and citrus. The nice thing is that it tastes Italian made, and not like many of the commercial, generic Grigios on the market today.",,,7.0,,Pinot Grigio,Friuli Grave,,Northeastern Italy,Italy,Kirkland Signature
4145,84,Ksana 2008 Reserva Malbec (Mendoza),"Reedy and green on the nose, then choppy and clipped on the palate. For a full-priced Malbec, this is lacking in ripeness, body and finesse; it's prickly and limited, with green bean, rhubarb and cranberry flavors. Not bad but underwhelming for $33.",Michael Schachner,@wineschach,33.0,Reserva,Malbec,Mendoza,,Mendoza Province,Argentina,Ksana
4146,84,Malibu Rocky Oaks 2010 Chardonnay,"This stainless-steel Chardonnay from above Malibu starts out light, tasting of grapefruit and orange, and is fairly crisp with a nice dollop of anise, but finishes too tart, almost sour as if it's been oddly acidified.",Virginie Boone,@vboone,24.0,,Chardonnay,South Coast,,California,US,Malibu Rocky Oaks
4147,84,Morgenhof 2010 Fantail Pinotage Rosé (Stellenbosch),"A pale salmon color, this rosé shows ripe notes of cocoa-dusted cherry and strawberry alongside sweet citrus oil. Creamy and full in the mouth, it's a richer rosé that can stand up to heartier fare.",Lauren Buzzeo,@laurbuzz,14.0,Fantail Pinotage,Rosé,,,Stellenbosch,South Africa,Morgenhof
4148,84,Napa Creek 2009 Chardonnay (Napa Valley),"So sweet in pineapples and oranges despite a crisp spine of acidity, it quickly palls, making it hard to take a second sip. But lots of Chardophiles will like it.",,,13.0,,Chardonnay,Napa Valley,Napa,California,US,Napa Creek
4149,83,Gravity Hills 2009 The Sherpa Zinfandel (Central Coast),"This is a simple wine, sharp in acidity and dry, with spicy Zin flavors of berries. Okay with pizza, burgers, barbecue.",,,12.0,The Sherpa,Zinfandel,Central Coast,Central Coast,California,US,Gravity Hills
4150,83,Pianetta 2008 Cabernet Sauvignon (Monterey),"Way too sweet for a table wine that's supposed to be dry. Almost like a dessert wine, with sugary cherry and raspberry flavors.",,,30.0,,Cabernet Sauvignon,Monterey,Central Coast,California,US,Pianetta
4151,83,Makulu 2008 Shiraz (Western Cape),"A real value wine that's perfect for large-group entertaining. Blueberry and cherry flavors lead here, with glimmers of raspberry leaf adding character. Juicy, light and simple, but good.",Lauren Buzzeo,@laurbuzz,6.0,,Shiraz,,,Western Cape,South Africa,Makulu
4152,83,Pianetta 2008 Sangiovese (Monterey),"Dry and very acidic, with a cutting edge of tartness alongside the cherry and tobacco flavors. Rich meats and cheeses will help soften it.",,,26.0,,Sangiovese,Monterey,Central Coast,California,US,Pianetta
4153,83,flipflop 2009 Merlot (California),"Candied and simple, with raspberry and cherry Lifesaver flavors. Okay for big parties.",,,7.0,,Merlot,California,California Other,California,US,flipflop
4154,83,Grotta del Sole 2007 Coda di Volpe (Lacryma Christi del Vesuvio),"Slightly oxidized aromas of butterscotch and caramel follow mature fruit tones of melon, apricot and yellow peach. The wine is silky and fine on the close.",,,,,Coda di Volpe,Lacryma Christi del Vesuvio,,Southern Italy,Italy,Grotta del Sole
4155,83,Barton & Guestier 2009 Rosé Red (Côtes de Provence),"With some richness, this is a drink-now rosé. The initial fresh fruit has diminished, leaving a rounded, caramel-flavored wine without acidity.",Roger Voss,@vossroger,10.0,Rosé,Rhône-style Red Blend,Côtes de Provence,,Provence,France,Barton & Guestier
4156,83,Calcu 2009 Malbec (Colchagua Valley),"A funky nose of wet dog and medicinal cherry is no place you want to begin. The palate is high in acidity and scratchy, with tart plum, berry and cheek-starching tannins. Tastes reasonably good but fails in the bouquet and mouthfeel departments.",Michael Schachner,@wineschach,12.0,,Malbec,,,Colchagua Valley,Chile,Calcu
4157,83,Little Stone Vineyard 2009 Sauvignon Blanc (Sonoma County),"Watery and a little fizzy, with sugary flavors of oranges, lemons, limes and honey. Will appeal to those who like a slightly sweet wine.",,,11.0,,Sauvignon Blanc,Sonoma County,Sonoma,California,US,Little Stone Vineyard
4158,83,Cantora 2009 Carmenère (Colchagua Valley),"The nose is herbal and drawn but offers varietally correct cherry, berry and spice aromas. The wine runs ultracrisp and sheering in the mouth, with tart redfruit and herbal flavors of olive and mint. Seems more sharp and acidic than ideal.",Michael Schachner,@wineschach,10.0,,Carmenère,,,Colchagua Valley,Chile,Cantora
4159,83,Releaf 2009 Made With Organically Grown Grapes Chenin Blanc (Western Cape),"Medium intense aromas of tangerine citrus and crushed yellow flowers transition to flavors of dried grass, red apple and a touch of mushroom powder. Drink now.",Lauren Buzzeo,@laurbuzz,10.0,Made With Organically Grown Grapes,Chenin Blanc,,,Western Cape,South Africa,Releaf
4160,83,Barton & Guestier 2009 Bistro Pinot Noir (Vin de Pays de l'Ile de Beauté),"Unoaked Pinot Noir from Corsica, showing ripe berry flavors, fresh acidity and only light tannins. It's what it says on the label: for casual drinking.",Roger Voss,@vossroger,8.0,Bistro,Pinot Noir,Vin de Pays de l'Ile de Beauté,,France Other,France,Barton & Guestier
4161,83,Château de l'Orangerie 2007 Grand Classique  (Premieres Côtes de Bordeaux),"Tobacco aromas and tight tannins set the scene for a wine that is light and fresh, with tangy berry fruits.",Roger Voss,@vossroger,,Grand Classique,Bordeaux-style Red Blend,Premieres Côtes de Bordeaux,,Bordeaux,France,Château de l'Orangerie
4162,83,Chilensis 2009 Reserva Chardonnay (Maule Valley),"Tropical notes on the nose are as good as it gets; otherwise it smells like air freshener. In the mouth, it's waxy and flat, with bland apple and vanilla flavors. Finishes pithy.",Michael Schachner,@wineschach,12.0,Reserva,Chardonnay,,,Maule Valley,Chile,Chilensis
4163,82,Mazzocco 2008 West Dry Creek Zinfandel (Dry Creek Valley),"Shows overripe flavors in the raisins that gives a Port-like taste, and with alcohol well over 16%, it's hot. An inelegant, heavy Zin.",,,32.0,West Dry Creek,Zinfandel,Dry Creek Valley,Sonoma,California,US,Mazzocco
4164,82,Sorrentino 2008 Natì Coda di Volpe (Pompeiano),"This is an interesting, outright strange wine that opens with a full golden color and an aromatic veil of smoke, dust or chalky mineral over exotic fruit and peach. One item out of place is the alcohol, which emerges strong in the mouth.",,,15.0,Natì,Coda di Volpe,Pompeiano,,Southern Italy,Italy,Sorrentino
4165,82,Spadafora 2009 Vigna Fiego Rosé (Donnici),"This rosé blend of Magliocco, Greco Nero and Malvasia from Calabria offers lean intensity and aromas of rose petal and small berry. There's a touch of sour almond as well and the wine is slightly bitter and muddled in the mouth.",,,,Vigna Fiego,Rosé,Donnici,,Southern Italy,Italy,Spadafora
4166,82,Château la Croix de St-Georges 2008  Saint-Georges-Saint-Émilion,"Tight, lean, severe, this wine only has a hint of fruit. It is firm, on the thin side, not a pleasure.",Roger Voss,@vossroger,,,Bordeaux-style Red Blend,Saint-Georges-Saint-Émilion,,Bordeaux,France,Château la Croix de St-Georges
4167,82,Chilcas 2009 Single Vineyard Chardonnay (Casablanca Valley),"Generic and monotone on the nose. The palate is nothing more than wet and chunky, while the flavors are soft, sweet and candied, with vanilla and toffee overriding any fruit. A creamy dullard with a lot of vanilla and hardly any pulse.",Michael Schachner,@wineschach,18.0,Single Vineyard,Chardonnay,,,Casablanca Valley,Chile,Chilcas
4168,82,Viu Manent 2010 Secreto de Viu Manent Viognier (Colchagua Valley),"Barely noticeable lime and orange aromas sit mute on the nose, which is reduced and artificial smelling. The palate has a hard feel and generic flavors of white fruits. Amid sweetness there's a chemical bitterness. Not one of this winery's better products.",Michael Schachner,@wineschach,14.0,Secreto de Viu Manent,Viognier,,,Colchagua Valley,Chile,Viu Manent
4169,82,Red Pony Ranch 2009 Chardonnay (Santa Barbara County),"With loads of oak, pineapple and orange honey flavors, this sweet Chardonnay will appeal to those who like this heavy, over-the-top style.",,,20.0,,Chardonnay,Santa Barbara County,Central Coast,California,US,Red Pony Ranch
4170,82,Miguel Torres 2009 Cordillera Reserva Privada Barrel Fermented Chardonnay-Viognier (Chile),"Big and gold, with aromas of corn, sweat and vegetal white fruits. This is soft, dull and rich stuff, with an oaky, dry palate of apricot and papaya. Seems over the hill already and it's not yet two years old. 88% Chard and 12% Viognier.",Michael Schachner,@wineschach,17.0,Cordillera Reserva Privada Barrel Fermented,Chardonnay-Viognier,,,Chile,Chile,Miguel Torres
4171,87,Castillo Clavijo 2008 Crianza  (Rioja),"Toasty, roasted aromas of baked berry and earth head straight to a narrowly built yet weighty palate with earth, plum and raspberry notes. On the finish, this holds onto its plum and raspberry flavors as well as its fresh feel.",Michael Schachner,@wineschach,13.0,Crianza,Tempranillo-Garnacha,Rioja,,Northern Spain,Spain,Castillo Clavijo
4172,87,Cellars 33 2011 Bacigalupi Vineyard Pinot Noir (Russian River Valley),"This is a lighter-style wine, as Pinots from this vineyard, which is in a warm part of the valley, tend to be. But it's also a tasty Pinot, soft and supple, with cola, cherry jam, brown sugar, pie spice and sandalwood flavors. Drink now.",,,45.0,Bacigalupi Vineyard,Pinot Noir,Russian River Valley,Sonoma,California,US,Cellars 33
4173,87,Del Carlo Winery 2010 Old Vine Home Ranch Zinfandel (Dry Creek Valley),"This is an old-style, rustic Zin. It's tannic and high in alcohol, with wild berry jam, currant, spice and heady liqueur flavors. A little pricy, but a sound, robust wine with plenty of forthright character.",,,32.0,Old Vine Home Ranch,Zinfandel,Dry Creek Valley,Sonoma,California,US,Del Carlo Winery
4174,87,Joseph Mellot 2012 Le Montarlet  (Sancerre),"One of the more herbaceous Sauvignons in Joseph Mellot's range, this is crisp, leaning to green fruits although with an underlying feeling of ripeness. There is a touch of minerality in the texture, giving the acidity a taut, nervy feeling at the end. Screwcap.",Roger Voss,@vossroger,20.0,Le Montarlet,Sauvignon Blanc,Sancerre,,Loire Valley,France,Joseph Mellot
4175,87,Markham 2010 Estate Grown Cabernet Franc (Napa Valley),"This Cab Franc has some nice features, starting with the cherry and herb flavors that finish dry and spicy. It's a bit rough-edged right out of the bottle, but the combination of decanting and drinking it with a rich, fatty steak will improve it tremendously at the table.",,,42.0,Estate Grown,Cabernet Franc,Napa Valley,Napa,California,US,Markham
4176,87,Melini 2010 Terrarossa  (Chianti Classico),This straightforward selection offers plum and cherry sensations with hints of espresso and chocolate. The simple style will work well with pasta dishes and cheeses.,Kerin O’Keefe,@kerinokeefe,18.0,Terrarossa,Sangiovese,Chianti Classico,,Tuscany,Italy,Melini
4177,87,Novy 2010 Garys' Vineyard Syrah (Santa Lucia Highlands),"This is tremendous in blackberries, currants and plums, with grilled meat and black pepper notes, and the tannins are rich and profound. Right out of the screwtop, however, there's a tinny, metallic taste that detracts. Your best bet is to decant this fresh young wine and hope it blows off.",,,32.0,Garys' Vineyard,Syrah,Santa Lucia Highlands,Central Coast,California,US,Novy
4178,87,Poças 2012 Coroa d'Ouro White (Douro),"This ripe wine is full of apple fruits with a tight streak of citrus acidity. It's a food wine, showing a creamy texture, a light texture and attractive acidity.",Roger Voss,@vossroger,12.0,Coroa d'Ouro,Portuguese White,,,Douro,Portugal,Poças
4179,87,Principe Corsini Fattoria Le Corti 2010  Chianti Classico,"Aged partly in concrete vats and partly in oak, this shows concentrated sensations of ripe plum, sour cherry and raspberry layered with espresso notes. Pair this with grilled vegetables or spicy cheeses.",Kerin O’Keefe,@kerinokeefe,28.0,,Red Blend,Chianti Classico,,Tuscany,Italy,Principe Corsini Fattoria Le Corti
4180,87,René Sparr 2011 Pinot Gris (Alsace),"The full, rich nature of Alsace Pinot Gris is perfectly—and simply—expressed in this full wine. With its exotic fruits, rounded texture and perfumed spice, it has just an edge of sweetness that turns it into a great wine for Thai or Chinese food. Screwcap.",Roger Voss,@vossroger,13.0,,Pinot Gris,Alsace,,Alsace,France,René Sparr
4181,87,Saget la Perrière 2010 Domaine des Grandes Esperances Les Ailes Pourpres Cabernet Franc (Touraine Amboise),"A cool Cabernet, fresh rather than structured. It's obvious the wine has been worked hard to get out the red fruit flavors and tannins, and it doesn't quite work. It feels extracted with bitterness as well as a more attractive fruitiness.",Roger Voss,@vossroger,,Domaine des Grandes Esperances Les Ailes Pourpres,Cabernet Franc,Touraine Amboise,,Loire Valley,France,Saget la Perrière
4182,87,Barone Ricasoli 2011 Brolio  (Chianti Classico),"This young wine offers aromas of underbrush and mushroom, along with evident oak and toasted notes. The palate is still rather closed but reveals oak, plum, espresso and coffee flavors. It's tightly knit, with astringent wood tannins that linger through the close.",Kerin O’Keefe,@kerinokeefe,29.0,Brolio,Red Blend,Chianti Classico,,Tuscany,Italy,Barone Ricasoli
4183,87,Casale di Daviddi 2011  Rosso di Montepulciano,"This friendly rosso has aromas of ripe plum and black fruits, with a hint of tobacco leaf. The palate shows sweet black cherry and plum flavors laced with cinnamon spice. The warm midpalate is uplifted by just enough freshness, but this is best enjoyed young.",Kerin O’Keefe,@kerinokeefe,25.0,,Red Blend,Rosso di Montepulciano,,Tuscany,Italy,Casale di Daviddi
4184,87,Casalvento Radda 2012 Rosé Sangiovese (Toscana),"Made from Sangiovese, this refreshing rosé has floral aromas of iris and white violet. The palate offers strawberry, crushed cherry and pink grapefruit flavors. Thanks to its crisp nature, this would work wonderfully with pizza.",Kerin O’Keefe,@kerinokeefe,16.0,Rosé,Sangiovese,Toscana,,Tuscany,Italy,Casalvento Radda
